"PlotID","Plot_Number","Pair","Habitat","Soil","Treatment","Year","Date","Transect_or_Quadrat","Replicate","ACCA2","ACMI2","AGAPE","AGPA8","AGROS2","AICA","AMIN3","AMME","ANHE","ANMA","ARCA11","ARDO3","AVBA","BAPI","BARE","BEAQ","BEPI","BLNA","BRCA5","BRDI2","BRDI3","BRHO2","BRMA","BRMI2","BRSIM","CABR8","CABU2","CACI2","CADE8","CALA35","CAOC6","CAPUP2","CAPY2","CARA3","CAREX","CASU4","CATU3","CEAR4","CEGL2","CHCU3","CHPO3","CIOC","CIQU2","CIVU","CLDO2","CLPE","CLPU2","COAR4","CRLE4","CYEC","DACA3","DAGL","DECE","ELGL","ELPA7","ERBO","ERCI6","ERGL3","ERLA5","ERODI","ERST9","ESCA2","FEAR3","FEBR4","FEID","FEMY2","FERU2","FESTU","FRAF2","FRCA12","FRCH","FRVE","GAAP2","GACA3","GALIU","GAPOP","GAUS","GEDI","GEMO","GRHI","GRIND","HEAR5","HEMA80","HIIN3","HOBR2","HOLA","HOMU","HOPI","HYGL2","HYRA3","IRDO","IRMA","JUBO","JUBU","JUCA5","JUEF","JUNCU","JUPA2","KOMA","LAVE2","LIAP","LITTER","LOGA2","LOHI2","LOHU2","LOIN5","LOPE","LOST4","LOTUS","LOWR2","LUAR","LUBI","LUCO6","LULIV","LUPE5","LUPIN","LYAR6","MAFA3","MAGR3","MASA","MAST4","MEPO3","MYDI","OXALI","OXPE","OXPI2","PHCA","PLER3","PLLA","POA","POPR","POTE","PRVU","PSCA13","PTAQ","PTDR","RACA2","RASA2","RUAC3","RUUR","SAAR9","SABI3","SCAT","SCPR4","SEMI4","SEVU","SIBE","SIGA","SIMA2","SOAM","SOAS","SONCH","SOOL","STAJ","STELL","STIPA","STLI","STME2","STPU2","STRI","SYCH4","TODI","TRCA5","TRDU2","TRGL4","TRGR2","TRHI4","TRIFO","TRMA2","TRMI4","TRMI5","TRPU16","TRWI3","TRWO","UNK","VIAD","VIAM","VICIA","VIHI","VISA","WYAN"
"ogl1c",4,2,"og","Kehoe 2","c",1998,NA,"Transect",2,0,1,0,9,0,22,0,0,0,0,0,0,0,13,0,0,0,0,40,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,1,0,0,0,13,0,48,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,3,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,17,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ogl1c",4,2,"og","Kehoe 2","c",1998,NA,"Transect",3,0,1,0,2,0,34,0,0,0,0,0,0,0,7,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,2,0,35,0,0,0,0,0,0,0,0,0,4,0,8,0,56,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ogh1e",5,3,"og","Kehoe 2","e",1998,NA,"Transect",1,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,36,17,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,37,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,16,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0
"ogh1e",5,3,"og","Kehoe 2","e",1998,NA,"Transect",2,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,8,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8,0,32,9,0,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,9,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0
"ogh1e",5,3,"og","Kehoe 2","e",1998,NA,"Transect",3,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,48,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"ogh1c",6,3,"og","Kehoe 2","c",1998,NA,"Transect",1,0,0,0,0,0,19,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,17,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,72,4,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0
"ogh1c",6,3,"og","Kehoe 2","c",1998,NA,"Transect",2,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,1,40,9,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ogh1c",6,3,"og","Kehoe 2","c",1998,NA,"Transect",3,0,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,44,8,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,5,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogh2e",7,4,"og","Kehoe 2","e",1998,NA,"Transect",1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,39,1,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogh2e",7,4,"og","Kehoe 2","e",1998,NA,"Transect",2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,48,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,7,0,1,11,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ogh2e",7,4,"og","Kehoe 2","e",1998,NA,"Transect",3,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,53,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,5,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogh2c",8,4,"og","Kehoe 2","c",1998,NA,"Transect",1,0,0,0,4,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,38,2,0,0,0,0,0,0,0,0,0,2,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,15,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogh2c",8,4,"og","Kehoe 2","c",1998,NA,"Transect",2,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,35,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,18,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogh2c",8,4,"og","Kehoe 2","c",1998,NA,"Transect",3,0,0,0,6,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,20,0,9,15,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bh02e",9,5,"bg","Kehoe 1","e",1998,NA,"Transect",1,0,0,0,0,0,15,0,0,0,0,0,0,0,21,0,0,0,0,24,0,22,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"bh02e",9,5,"bg","Kehoe 1","e",1998,NA,"Transect",2,0,0,0,0,0,3,0,0,0,0,0,0,0,28,0,0,0,0,7,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0
"bh02e",9,5,"bg","Kehoe 1","e",1998,NA,"Transect",3,0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,0,0,9,0,17,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,26,0
"bh02c",10,5,"bg","Kehoe 1","c",1998,NA,"Transect",1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,8,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"bh02c",10,5,"bg","Kehoe 1","c",1998,NA,"Transect",2,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,95,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
